user_id,predict
9,0.018340422302088422
61,0.01885455734984167
62,0.05938629743038184
80,0.011876527350659121
88,0.16513370605225947
99,0.13453463953162575
109,0.015725341119237592
115,0.008822261878850522
135,0.020985772589943226
200,0.15221910047137624
219,0.06030701541189303
226,0.11280742995418344
227,0.04231374337427268
230,0.09297848630323066
251,0.061888424500533314
265,0.021029039772781807
269,0.033312166549487945
287,0.06731877120606286
309,0.011911345703853478
312,0.05381999163970389
320,0.05461158432749893
326,0.05746804368524565
327,0.022224167517601943
331,0.04940324409730657
346,0.07329257777962597
361,0.014210377355567481
378,0.02700336065969164
384,0.08499374967036366
392,0.0075900507936511215
402,0.07263046767729277
430,0.006975402754158785
442,0.21509788211812209
553,0.01561117794933642
558,0.026014429516456904
572,0.026559999536816314
579,0.04029492873370421
632,0.019806528832897945
641,0.0594707823917523
673,0.007551545535603205
700,0.03837552266837736
710,0.05695822172621477
713,0.07251416031409914
731,0.04002745537007766
754,0.015202738244588615
777,0.046563217129905285
781,0.041034350416491214
787,0.08551747243521507
803,0.0816852062317646
809,0.09737260835980222
822,0.01581270999991437
840,0.14801059628887828
861,0.007764756616183609
869,0.03379611699568443
882,0.06942391574056789
884,0.03482844605408976
897,0.0829117346890593
905,0.11609214684765462
908,0.014960716867924039
953,0.046427068228466664
974,0.043935978971685025
975,0.011495086922094099
983,0.02725730951746743
986,0.029394008175555986
988,0.013169313030479147
1018,0.04816997013736773
1020,0.01613573837035322
1068,0.19814569469641913
1114,0.07997565473848932
1128,0.032302274007458144
1147,0.0581449826121324
1166,0.05688204280212106
1169,0.026683039653529576
1175,0.023194694723483265
1185,0.07387672361799265
1213,0.01882182582411351
1218,0.11205174858654615
1227,0.05110332742174406
1255,0.013239580801048005
1264,0.01774926157709486
1287,0.09681925746289516
1298,0.02163271972635378
1301,0.058137656987079706
1308,0.03699373362399565
1322,0.09071257776708637
1363,0.08954815858947339
1364,0.050982700885374564
1365,0.09782895696775629
1376,0.05321930554977909
1401,0.1717400131946072
1454,0.023805738533171077
1455,0.01912246590158896
1457,0.06032773814527074
1492,0.19663329257390846
1501,0.04238962218822568
1513,0.10253594214492774
1540,0.08107753653241861
1548,0.05625223820415038
1564,0.0597306112722245
1571,0.12193065025920846
1575,0.07097779690033933
1576,0.04722989670006619
1633,0.04136315198987869
1646,0.04473018518436671
1660,0.020968996226710085
1661,0.09341419142548625
1673,0.09566223595117165
1703,0.022932929027670638
1731,0.09366316766206421
1751,0.09802381473107458
1756,0.12193635536453232
1778,0.17840773718978545
1813,0.04555234002828637
1822,0.05831838481957647
1856,0.05373376361557788
1859,0.012121845206149293
1879,0.01035936960475192
1899,0.012458829085675215
1900,0.01439803162761484
